STATE,NPI,NPPES Provider Last Name,NPPES Provider First Name,NPPES Provider ZIP Code,NPPES Provider State,Specialty Description,Total Claim Count,Opioid Claim Count,Opioid Prescribing Rate,Long-Acting Opioid Claim Count,Long-Acting Opioid Prescribing Rate,,
AZ,1598774663,WRIGHT,SHAWN,85012,AZ,Pulmonary Disease,35,0,0,0,,,
AZ,1851356554,SPIEKER,DIANE,85014,AZ,Obstetrics & Gynecology,38,0,0,0,,,
AZ,1982834834,PETERSON,JARED,85206,AZ,Ophthalmology,352,0,0,0,,,
AZ,1205088879,ASTEMBORSKI,DEBORAH,85013,AZ,Nurse Practitioner,72,31,43.05555556,,,,
AZ,1497712996,EVANS,JAMES,85712,AZ,Cardiology,4678,0,0,0,,,
AZ,1508898602,JONES,RAMOUN,85037,AZ,Interventional Pain Management,3582,1937,54.07593523,305,15.74599897,,
AZ,1750512158,SHIM,ETHAN,85020,AZ,Internal Medicine,357,40,11.20448179,,,,
AZ,1629043740,ALLEN,STAN,86409,AZ,Orthopedic Surgery,162,113,69.75308642,0,0,,
AZ,1629252861,BRANSTRATOR,ROBERT,86314,AZ,Dentist,26,0,0,0,,,
AZ,1053376293,PERINI,SEAN,85251,AZ,Diagnostic Radiology,14,0,0,0,,,
AZ,1639149560,OHMART,RODNEY,85202,AZ,Pediatric Medicine,13,0,0,0,,,
AZ,1154694974,PLUMMER,SARAH,85712,AZ,Nurse Practitioner,43,23,53.48837209,0,0,,
AZ,1003848227,CONNOR,DAVID,85306,AZ,Emergency Medicine,30,0,0,0,,,
AZ,1710268123,HINES,MATTHEW,85035,AZ,Pharmacist,13,0,0,0,,,
AZ,1477971281,TOLLER,ADAM,85364,AZ,Physician Assistant,45,0,0,0,,,
AZ,1417150624,RAO,ARUN,85712,AZ,Plastic and Reconstructive Surgery,69,28,40.57971015,0,0,,
AZ,1013363589,KIM,JAMES,85724,AZ,Emergency Medicine,71,0,0,0,,,
AZ,1023010964,HOGAN,MARY,86301,AZ,Obstetrics & Gynecology,230,0,0,0,,,
AZ,1851490460,AZHARUDDIN,MUHAMMAD,85054,AZ,Internal Medicine,505,169,33.46534654,,,,
AZ,1538290689,YAGER,MICHAEL,86556,AZ,Physician Assistant,644,58,9.00621118,,,,
AZ,1346206125,PULLINS,CHRISTOPHER,85259,AZ,Family Practice,807,0,0,0,,,
AZ,1194095943,LUCK,RUTH,86432,AZ,Physician Assistant,627,0,0,0,,,
AZ,1841210747,OLEARY,EDWARD,85251,AZ,Family Practice,5349,132,2.467750982,30,22.72727273,,
AZ,1194143511,HARRIS,BRECKIN,85212,AZ,Naturopath,32,0,0,0,,,
AZ,1629033295,TAYLOR,THOMAS,85006,AZ,Radiation Oncology,18,0,0,0,,,
AZ,1073993556,SPENCER,PHILLIP,85008,AZ,Physician Assistant,333,0,0,0,,,
AZ,1750675617,BENNION,JASON,86305,AZ,Dentist,31,0,0,0,,,
AZ,1407302862,HERMAN,DONALD,86314,AZ,Pharmacist,17,0,0,0,,,
AZ,1104032028,NADIR,EHREEMA,85295,AZ,Internal Medicine,3996,263,6.581581582,44,16.73003802,,
AZ,1235419235,WILLIAMS,DALLIN,85710,AZ,Dentist,96,37,38.54166667,0,0,,
AZ,1306815220,LEE-FAUST,CAROL,85283,AZ,Ophthalmology,2513,0,0,0,,,
AZ,1467417444,KAIBARA,TARO,85224,AZ,Neurosurgery,14,0,0,0,,,
AZ,1922071232,"HOLLAND, M.D.",JOSHUA,85381,AZ,Family Practice,5963,234,3.924199229,29,12.39316239,,
AZ,1063604965,TENNEY,JOSEPH,85936,AZ,Dentist,103,23,22.33009709,0,0,,
AZ,1598291437,KUBELDIS,NATHAN,85308,AZ,Student in an Organized Health Care Education/Training Program,35,0,0,0,,,
AZ,1588907745,KARBASI,MICHAEL,85020,AZ,Emergency Medicine,176,35,19.88636364,0,0,,
AZ,1346257912,GOODNER,WAYNE,85704,AZ,Dentist,73,0,0,0,,,
AZ,1811924483,BURNS,MARK,85381,AZ,Clinical Cardiac Electrophysiology,1808,47,2.599557522,0,0,,
AZ,1407051352,STEARNS,DANIELLE,85032,AZ,Cardiology,1729,0,0,0,,,
AZ,1902848898,TASSET,MARK,85016,AZ,Cardiac Surgery,18,0,0,0,,,
AZ,1598107427,BOSTEL,VALERIE,85345,AZ,Pharmacist,11,0,0,0,,,
AZ,1932189057,NASSAR,JOHN,85258,AZ,Orthopedic Surgery,229,42,18.34061135,0,0,,
AZ,1750610184,RAMIREZ,MELISSA,85018,AZ,Psychiatry,31,0,0,0,,,
AZ,1093025553,WILLIAMSON,JOHN,85282,AZ,Naturopath,1700,40,2.352941177,,,,
AZ,1841645595,WANNEMACHER,JACOB,85724,AZ,Emergency Medicine,20,0,0,0,,,
AZ,1841273158,PRICE,JESS,85251,AZ,Podiatry,129,0,0,0,,,
AZ,1609853365,BOYSE,BRENT,85206,AZ,Oral Surgery (Dentist only),766,175,22.845953,,,,
AZ,1437283165,PETERSON,ROYCE,86004,AZ,Dentist,55,0,0,0,,,
AZ,1457347106,NOTT,SUJATHA,85225,AZ,Infectious Disease,293,0,0,0,,,
AZ,1861449944,SCHLOTTERBACK,MARK,85296,AZ,Family Practice,6841,221,3.230521854,34,15.38461539,,
AZ,1043415839,MEHTA,PURNIMA,85281,AZ,Psychiatry,2327,0,0,0,,,
AZ,1063867042,HOUSTON,LISA,85259,AZ,Nurse Practitioner,695,29,4.172661871,0,0,,
AZ,1831634997,DICK,DARREIKA,85339,AZ,Nurse Practitioner,124,0,0,0,,,
AZ,1629338231,ROSE,VICTORIA,86503,AZ,Family Practice,571,18,3.152364273,0,0,,
AZ,1538166830,PIAR,DANIELLE,85745,AZ,Nurse Practitioner,11,0,0,0,,,
AZ,1528072741,RAI,SUSHMA,85016,AZ,Ophthalmology,4190,0,0,0,,,
AZ,1316056385,HOFFMAN,RICHARD,85723,AZ,Internal Medicine,33,0,0,0,,,
AZ,1972573194,HOOD,K,85016,AZ,Dentist,58,0,0,,,,
AZ,1720200470,DAO,QUANG,85006,AZ,Internal Medicine,476,12,2.521008403,,,,
AZ,1306847041,LEVI,JAMES,85712,AZ,Orthopaedic Surgery,19,0,0,0,,,
AZ,1891233896,KNABE,GABBRIELLE,85298,AZ,Nurse Practitioner,396,0,0,0,,,
AZ,1588633242,RATHS,SONRISA,85741,AZ,Physician Assistant,147,103,70.06802721,0,0,,
AZ,1154671238,KHATIB,LANA,85044,AZ,Physician Assistant,2019,35,1.733531451,0,0,,
AZ,1598828287,MARSHALL,GARY,86503,AZ,Dentist,256,68,26.5625,0,0,,
AZ,1831299502,MARDIS,MICHAEL,85711,AZ,Psychiatry,70,0,0,0,,,
AZ,1174965560,COWLIN,EMILY-ANN,85018,AZ,Dentist,18,0,0,0,,,
AZ,1295762755,BECK,BRIAN,85374,AZ,Physician Assistant,421,88,20.90261283,0,0,,
AZ,1619933942,MERRITT,BROCK,85021,AZ,Family Practice,7120,194,2.724719101,20,10.30927835,,
AZ,1811045263,PERLMAN,VIVIAN,85013,AZ,Physician Assistant,16,0,0,0,,,
AZ,1174696850,TRUCHAN,LISA,85711,AZ,Orthopedic Surgery,21,12,57.14285714,0,0,,
AZ,1578511168,MACMILLAN,KAYA,85006,AZ,Physician Assistant,648,17,2.62345679,,,,
AZ,1821104977,LARGE,JOHN,85712,AZ,Dentist,24,0,0,0,,,
AZ,1780041541,IVEZAJ,VARA,85260,AZ,Nurse Practitioner,80,0,0,0,,,
AZ,1578944518,SPRAGUE,ZACHARY,85006,AZ,Family Practice,633,39,6.161137441,,,,
AZ,1518989383,HARALDSEN,JOHN,85704,AZ,Dermatology,628,0,0,0,,,
AZ,1851691612,SMITH,BONITA,85212,AZ,Nurse Practitioner,5253,132,2.5128498,22,16.66666667,,
AZ,1275590671,SCHAFER,JACK,85029,AZ,Internal Medicine,4753,667,14.03324216,68,10.19490255,,
AZ,1871522524,FANG,HAO,85016,AZ,General Surgery,24,0,0,0,,,
AZ,1427139278,SARMIENTO,JENNIFER,86301,AZ,Optometry,24,0,0,0,,,
AZ,1669838298,HOFFMAN,DONNA,85140,AZ,Nurse Practitioner,1768,49,2.771493213,,,,
AZ,1629073689,HIERLING,JOHN,85344,AZ,Family Practice,167,35,20.95808383,11,31.42857143,,
AZ,1245655711,GOMEZ,JACQUELINE,85614,AZ,Nurse Practitioner,2094,80,3.820439351,0,0,,
AZ,1952742850,BITAJIAN,SHIRIN,86442,AZ,Family Practice,2053,21,1.022893327,0,0,,
AZ,1831375401,BRIONES,CHRISTINE,85374,AZ,Physician Assistant,11,0,0,0,,,
AZ,1871956466,GALVEZ,ALEX,85364,AZ,Nurse Practitioner,648,19,2.932098765,0,0,,
AZ,1386027506,VILLAVICENCIO SUMIRE,ENRIQUE,85713,AZ,Psychiatry & Neurology,64,0,0,0,,,
AZ,1891832309,CHRISTIANSON,ALAN,85260,AZ,Naturopath,16,0,0,0,,,
AZ,1689678567,REGIS,BARBARA,85224,AZ,Physician Assistant,313,0,0,0,,,
AZ,1699749978,YABROUDI,AXEL,85224,AZ,Dentist,64,26,40.625,0,0,,
AZ,1588830392,CELAYA,KARI,85224,AZ,Nurse Practitioner,5062,0,0,0,,,
AZ,1194087940,CALVO,CHARLES,85016,AZ,Ophthalmology,307,0,0,0,,,
AZ,1962503508,MOTL,JOHN,86001,AZ,Psychiatry,94,0,0,0,,,
AZ,1366628109,CRUZ,CHERYL,85013,AZ,Family Practice,2180,234,10.73394495,49,20.94017094,,
AZ,1033106604,ASPINWALL,CATHERINE,85712,AZ,Internal Medicine,66,0,0,0,,,
AZ,1477767440,CONANT,KIMBERLY,85712,AZ,Dentist,39,0,0,0,,,
AZ,1760732770,YAHRAUS,BRITTANY,85251,AZ,Physician Assistant,297,0,0,,,,
AZ,1215965918,MARTINEAU,BRENT,85338,AZ,Dentist,43,0,0,0,,,
AZ,1790891463,HARRISON,JOSEPH,85242,AZ,Physician Assistant,203,57,28.07881773,0,0,,
AZ,1518174515,HAYWOOD,BRETT,85704,AZ,Orthopedic Surgery,71,56,78.87323944,0,0,,
AZ,1811211972,SONG,CRYSTAL,85233,AZ,Naturopath,76,0,0,0,,,
AZ,1477998508,PARKER,CHERYL,85749,AZ,Certified Clinical Nurse Specialist,1256,73,5.812101911,0,0,,
AZ,1760538342,BASTIAN,STEVEN,85004,AZ,Hand Surgery,54,17,31.48148148,0,0,,
AZ,1871800581,PATIL,NEETA,85392,AZ,Family Practice,7254,65,0.896057348,0,0,,
AZ,1770639353,WEISS,GLEN,85338,AZ,Medical Oncology,15,0,0,0,,,
AZ,1952636896,NGUYEN,HIEU,85053,AZ,Pharmacist,23,0,0,0,,,
AZ,1639148323,BRUCE,JANET,85704,AZ,Nurse Practitioner,1530,229,14.96732026,44,19.2139738,,
AZ,1588776280,BUCKLE,STEVEN,85012,AZ,Internal Medicine,122,0,0,,,,
AZ,1396289450,CONLEY,DOUGLAS,86333,AZ,Nurse Practitioner,2472,463,18.72977346,60,12.95896328,,
AZ,1447246764,ABRAMS,CHARLES,85306,AZ,Internal Medicine,92,0,0,0,,,
AZ,1063623262,MAKDESI,LINDA,85032,AZ,Internal Medicine,2717,60,2.208317998,,,,
AZ,1578805966,YONTZ,LEONARD,85308,AZ,Emergency Medicine,329,46,13.98176292,,,,
AZ,1396069357,JACOVIDES,VALERIE,85233,AZ,Nurse Practitioner,12,0,0,0,,,
AZ,1225479306,TRUONG,VU,85031,AZ,Optometry,15,0,0,0,,,
AZ,1265878615,SHELHAMER,RYAN,85006,AZ,General Surgery,18,0,0,,,,
AZ,1457552705,DIXON,CHRISTOPHER,85714,AZ,Family Practice,2873,111,3.863557257,,,,
AZ,1689669368,OKUN CAPSHAW,AMY,85282,AZ,Dentist,43,0,0,0,,,
AZ,1548248776,EDWARDS,JOSEPH,85122,AZ,Obstetrics & Gynecology,49,0,0,0,,,
AZ,1396199378,THAYER,ROBERT,85008,AZ,Student in an Organized Health Care Education/Training Program,88,0,0,0,,,
AZ,1164496030,LARSEN,CHARLES,85251,AZ,Physician Assistant,301,0,0,0,,,
AZ,1285095851,AZODE,NGOZI,85251,AZ,Nurse Practitioner,416,11,2.644230769,0,0,,
AZ,1194181370,AMIHAN,MA. JANICE LALITHA,85209,AZ,Nurse Practitioner,587,0,0,0,,,
AZ,1699884890,BANIKARIM,CHANTAY,85013,AZ,Pediatric Medicine,15,0,0,0,,,
AZ,1689794257,MATHER,DANA,85037,AZ,Nurse Practitioner,182,0,0,0,,,
AZ,1619918745,CAMPBELL,MARK,85375,AZ,Orthopedic Surgery,685,217,31.67883212,15,6.912442396,,
AZ,1831545961,JOHNSON,JENNIFER,85701,AZ,Certified Nurse Midwife,26,0,0,0,,,
AZ,1992979850,MCWILLIAMS,BIANCA,85248,AZ,Dentist,27,0,0,0,,,
AZ,1679647671,KILDOO,DAWNIE,85614,AZ,Dentist,56,0,0,0,,,
AZ,1174738389,ROKKAM,VAMSI,85392,AZ,Nephrology,1671,0,0,0,,,
AZ,1053627158,HAGLER,JAMI,85233,AZ,Physician Assistant,177,38,21.46892655,0,0,,
AZ,1588066864,OSUNA,SARINA,85234,AZ,Physician Assistant,199,0,0,,,,
AZ,1093715252,MILES,WILLIAM,85901,AZ,Ophthalmology,1872,0,0,0,,,
AZ,1093101131,BODDUPALLI,KARTIK,85006,AZ,Hospitalist,351,0,0,0,,,
AZ,1134115975,MAHON,JOHN,85028,AZ,Orthopaedic Surgery,14,0,0,0,,,
AZ,1396114922,LUKAS,TAYLOR,85224,AZ,Physician Assistant,1210,48,3.966942149,,,,
AZ,1154857969,HAMMOND,JACOB,85259,AZ,General Surgery,40,18,45,0,0,,
AZ,1780643106,LAMBERTUS,JANE,86301,AZ,Dentist,56,0,0,0,,,
AZ,1710315429,PATE,KELSIE,85122,AZ,Nurse Practitioner,33,0,0,0,,,
AZ,1477769388,MAXON,MARTIN,85546,AZ,Dentist,12,0,0,0,,,
AZ,1154860765,MILLER,ELIZABETH,85901,AZ,Nurse Practitioner,102,19,18.62745098,0,0,,
AZ,1144429747,BENEDICT,KELLY,85018,AZ,Nephrology,55,0,0,0,,,
AZ,1881795052,WANG,CHING,86301,AZ,Gastroenterology,1613,25,1.549907006,,,,
AZ,1598046070,STRIBE,LANDON,86305,AZ,Physician Assistant,3862,0,0,0,,,
AZ,1568647162,ZAYAS BAZAN,JAVIER,85255,AZ,Family Practice,806,16,1.985111663,0,0,,
AZ,1750503124,CHAMBERLIN,GERARD,85206,AZ,Internal Medicine,12075,575,4.761904762,151,26.26086957,,
AZ,1669873220,CASTRO,JASON,85704,AZ,Nurse Practitioner,247,0,0,,,,
AZ,1124242029,LAUVAO,LANNERY,85374,AZ,Vascular Surgery,238,79,33.19327731,0,0,,
AZ,1508864703,CHESLER,SANFORD,85392,AZ,Podiatry,109,29,26.60550459,0,0,,
AZ,1336500339,MILLER,BRYAN,85308,AZ,Nurse Practitioner,2566,0,0,0,,,
AZ,1235413436,O'RILEY,TAMMY,85032,AZ,Nurse Practitioner,5864,168,2.864938609,11,6.547619048,,
AZ,1164479986,SHARPE,KIPLING,85234,AZ,Orthopedic Surgery,678,53,7.817109145,0,0,,
AZ,1942389465,LOPEZ,CARLOS,85249,AZ,Dentist,45,0,0,0,,,
AZ,1790915684,SHAKIL,BASSAM,85015,AZ,Nephrology,1783,20,1.121704992,0,0,,
AZ,1083628457,BODE,BARBARA,85723,AZ,Internal Medicine,21,0,0,0,,,
AZ,1598196974,NIZAM,DENYSE,85225,AZ,Physician Assistant,47,12,25.53191489,0,0,,
AZ,1841641859,BRAULT,TRAVIS,85204,AZ,Physician Assistant,2061,0,0,0,,,
AZ,1902106669,HOWE,JESSICA,85602,AZ,Pharmacist,14,0,0,0,,,
AZ,1104008275,ROBERTS,ABBY,85251,AZ,Internal Medicine,6638,201,3.028020488,14,6.965174129,,
AZ,1184924904,ZAMANIAN,ARASH,85051,AZ,Psychiatry,531,0,0,0,,,
AZ,1982645719,LANDIS,GEOFFREY,85741,AZ,Orthopedic Surgery,305,57,18.68852459,0,0,,
AZ,1992181176,BESSERT,AMY,85258,AZ,Nurse Practitioner,121,0,0,,,,
AZ,1164787016,LANDAU,ANNA,85711,AZ,Family Practice,543,19,3.49907919,,,,
AZ,1477615847,LAMBERT,JILL,85254,AZ,Nurse Practitioner,159,0,0,0,,,
AZ,1508966045,HENRY BARBEE,TERRI,85286,AZ,Family Practice,1179,20,1.696352841,0,0,,
AZ,1265585897,LEAVITT,LEWIS,85715,AZ,Dentist,60,0,0,0,,,
AZ,1013000751,CARBAJAL,JOSE,85711,AZ,Emergency Medicine,294,28,9.523809524,0,0,,
AZ,1275872848,FLORES,KELLY,85048,AZ,Nurse Practitioner,1711,887,51.84102864,97,10.93573844,,
AZ,1144330366,HANSON,PAUL,86326,AZ,Internal Medicine,7240,324,4.475138122,40,12.34567901,,
AZ,1851570600,MIKESELL,JEFFREY,85233,AZ,Physician Assistant,692,40,5.780346821,,,,
AZ,1689876252,MAREADY,DOUGLAS,85212,AZ,Internal Medicine,6746,154,2.282834272,18,11.68831169,,
AZ,1437368404,TORRES,JOSE,86301,AZ,Cardiac Surgery,41,0,0,0,,,
AZ,1871805408,STOFFER,JHA'NAE,85713,AZ,Emergency Medicine,122,21,17.21311475,0,0,,
AZ,1306906334,SCHECHTER,GAIL,85205,AZ,Optometry,11,0,0,0,,,
AZ,1730197740,RUNKE-PORCELLO,KAREN,85257,AZ,Certified Clinical Nurse Specialist,948,0,0,0,,,
AZ,1316972656,WATTERS,HARRY,85225,AZ,Obstetrics & Gynecology,183,0,0,0,,,
AZ,1013178060,BELT,AMBER,86001,AZ,Naturopath,256,18,7.03125,0,0,,
AZ,1760482327,BURLEY,CHERYL,86409,AZ,Nurse Practitioner,3195,0,0,0,,,
AZ,1487036414,ORFALI,DIKRAN,85364,AZ,Family Practice,455,0,0,0,,,
AZ,1881629699,MOWBRAY,DAVID,85251,AZ,Dermatology,14,0,0,0,,,
AZ,1235509001,HERRICK,ADAM,85382,AZ,Physician Assistant,22,0,0,0,,,
AZ,1114977154,HENDERSON,CURTIS,85375,AZ,Emergency Medicine,246,50,20.32520325,0,0,,
AZ,1669725149,COX,ERIK,85016,AZ,Nurse Practitioner,617,27,4.376012966,0,0,,
AZ,1891929733,TURNER,ALETHEA,85050,AZ,Family Practice,1609,23,1.429459292,0,0,,
AZ,1356350615,CHHABRA,RASHMI,85614,AZ,Internal Medicine,5890,183,3.106960951,21,11.47540984,,
AZ,1699121541,SHIPMAN,JUSTIN,85259,AZ,Internal Medicine,111,0,0,,,,
AZ,1770705568,FLORES,RONALD,85745,AZ,Dentist,77,0,0,0,,,
AZ,1336429471,BROWNING,JACOB,85382,AZ,Pharmacist,16,0,0,0,,,
AZ,1821349903,WENAAS,SHANNON,85044,AZ,Dentist,18,0,0,0,,,
AZ,1346418274,TSAI,PATRICK,85712,AZ,Ophthalmology,3776,0,0,0,,,
AZ,1679574701,KHOSLA,DEEPAK,85306,AZ,Cardiology,1908,0,0,0,,,
AZ,1780775395,FORSHEY,SHANNON,85014,AZ,Pediatric Medicine,364,0,0,0,,,
AZ,1710027339,SPIEGEL,RICHARD,85251,AZ,Neuropsychiatry,23,0,0,0,,,
AZ,1477817450,KUCINSKI,NICHOLAS,85016,AZ,Family Practice,309,0,0,0,,,
AZ,1205916210,GOLDWASSER,STEVEN,85746,AZ,Optometry,18,0,0,0,,,
AZ,1134352933,FRIDAY,JASON,85295,AZ,Neuropsychiatry,97,0,0,0,,,
AZ,1134126543,CARRIKER,RICHARD,85020,AZ,Ophthalmology,44,0,0,0,,,
AZ,1396725958,SANDERS,LARRY,85286,AZ,Orthopedic Surgery,388,97,25,0,0,,
AZ,1306169313,ALEXANDER,DERIK,85031,AZ,Nurse Practitioner,140,0,0,0,,,
AZ,1689673972,FRATIANNI,TAMARAH,86001,AZ,Otolaryngology,659,20,3.034901366,0,0,,
AZ,1780849968,WATT,JOHN,85716,AZ,General Surgery,16,0,0,0,,,
AZ,1700042827,BOYD,DAVID,85338,AZ,Family Practice,15,0,0,0,,,
AZ,1386994663,MORGAN,PAIGE,85259,AZ,Physician Assistant,94,0,0,0,,,
AZ,1962605493,MILLER,ABRAHAM,85210,AZ,Dentist,288,114,39.58333333,0,0,,
AZ,1134325756,FERRARI,JASON,85032,AZ,Orthopedic Surgery,17,14,82.35294118,0,0,,
AZ,1104025634,SCHUYLER,THYE,85724,AZ,Sleep Medicine,462,57,12.33766234,,,,
AZ,1487852380,KECKICH,COURTNEY,86326,AZ,Psychiatry,2813,0,0,0,,,
AZ,1538603477,TREAT,LINDSEY,85260,AZ,Nurse Practitioner,179,27,15.08379888,0,0,,
AZ,1326044108,MACKMAN,GARY,85014,AZ,Ophthalmology,28,0,0,0,,,
AZ,1750308581,CWYNAR,THEODORE,85251,AZ,Internal Medicine,374,0,0,0,,,
AZ,1851376719,COHEN,RONALD,85202,AZ,Emergency Medicine,59,22,37.28813559,0,0,,
AZ,1750540522,WEBB,BRANDON,85259,AZ,Infectious Disease,89,0,0,0,,,
AZ,1720138415,RIVERA,ANA,85364,AZ,Nurse Practitioner,5716,91,1.592022393,0,0,,
AZ,1386649911,PATEL,KALPESH,85745,AZ,Urology,1942,39,2.008238929,0,0,,
AZ,1821035254,SIVAKUMAR,KUMARASWAMY,85028,AZ,Neurology,2447,244,9.971393543,63,25.81967213,,
AZ,1992865737,ANDRESEN,BETH,85704,AZ,Nurse Practitioner,35,0,0,0,,,
AZ,1972896520,OLSTEIN,SIMON,85251,AZ,Internal Medicine,102,0,0,0,,,
AZ,1033597125,MENDEZ,ANA,85713,AZ,Student in an Organized Health Care Education/Training Program,951,18,1.89274448,,,,
AZ,1790198802,GONZALES,CHRISTOPHER,85724,AZ,General Surgery,30,14,46.66666667,0,0,,
AZ,1518953124,SOBEL,BRUCE,85032,AZ,Family Practice,4705,142,3.018065887,0,0,,
AZ,1588050686,MOLLIGAN,CHRISTOPHER,85719,AZ,Student in an Organized Health Care Education/Training Program,28,12,42.85714286,0,0,,
AZ,1104895242,ARD,JAMES,85941,AZ,Family Practice,1010,31,3.069306931,18,58.06451613,,
AZ,1235425687,FARAHANI,KAMRAN,85050,AZ,Podiatry,309,0,0,0,,,
AZ,1164602215,BRIGGS,LISA,85745,AZ,Nurse Practitioner,162,35,21.60493827,,,,
AZ,1902918006,MAYO,ANGELA,85259,AZ,Physician Assistant,1333,147,11.02775694,58,39.45578231,,
AZ,1174965628,NKEMZI,GAETAN,85629,AZ,Pharmacist,17,0,0,0,,,
AZ,1558711846,NEVAREZ,ALFREDO,85364,AZ,Family Practice,360,0,0,0,,,
AZ,1144314600,PRICE,DEBORAH,85016,AZ,Nurse Practitioner,45,0,0,0,,,
AZ,1730542903,ALCANTAR,DANIEL,85008,AZ,Student in an Organized Health Care Education/Training Program,51,11,21.56862745,0,0,,
AZ,1548656754,LAIRD,SARAH,85224,AZ,Nurse Practitioner,22,11,50,0,0,,
AZ,1750515268,WRIGHT,BENJAMIN,85006,AZ,Allergy/ Immunology,99,0,0,0,,,
AZ,1720062953,LANE,MELANIE,85382,AZ,Family Practice,1532,0,0,0,,,
AZ,1326036427,ZWIER,KENNETH,85251,AZ,Neuropsychiatry,425,0,0,0,,,
AZ,1801832977,MOSHARRAFA,TAMIR,85012,AZ,Plastic and Reconstructive Surgery,81,27,33.33333333,0,0,,
AZ,1457705154,BARNES,TESS,86301,AZ,Nurse Practitioner,165,107,64.84848485,,,,
AZ,1720014608,EDREIRA-GREEN,GLORIA,86434,AZ,Internal Medicine,11,0,0,0,,,
AZ,1215926613,MAMOOK,YOUIL,85015,AZ,Dentist,214,69,32.24299065,0,0,,
AZ,1912384116,SANCHEZ,CLAUDIA,85712,AZ,Nurse Practitioner,2189,106,4.842393787,24,22.64150943,,
AZ,1013966621,BAINS,JAGDEEP,85374,AZ,Internal Medicine,8642,126,1.457995834,,,,
AZ,1710184726,EPSTEIN,MICHELE,86409,AZ,Psychiatry,205,0,0,0,,,
AZ,1760894885,SMITH,DORSETT,85331,AZ,Internal Medicine,25,0,0,0,,,
AZ,1548615339,DAHIP,MICHAEL,85724,AZ,Internal Medicine,347,31,8.933717579,,,,
AZ,1447206529,RODERICK,ADDIE,85120,AZ,Nurse Practitioner,6712,647,9.639451728,42,6.491499227,,
AZ,1477626810,LANDAN,DEREK,85260,AZ,Internal Medicine,196,0,0,0,,,
AZ,1487193421,CAPRISTO,DEVON,85043,AZ,Nurse Practitioner,742,0,0,0,,,
AZ,1609132505,BERKHOUT,AMY,85225,AZ,Nurse Practitioner,503,352,69.98011928,126,35.79545455,,
AZ,1750777074,RETZER,MICHAEL,85018,AZ,Student in an Organized Health Care Education/Training Program,91,0,0,0,,,
AZ,1104999077,TRANQUADA,KIM,85711,AZ,Emergency Medicine,70,0,0,0,,,
AZ,1437327640,MORAN,KRISTINE,85714,AZ,Family Practice,71,0,0,0,,,
AZ,1316132319,TEEPLE,DAVID,85718,AZ,Neurology,67,0,0,0,,,
AZ,1184612251,GOLDBERG,NEIL,85006,AZ,Cardiology,2748,0,0,0,,,
AZ,1790034403,SCHALLER,GEOLENE,85044,AZ,Physician Assistant,508,23,4.527559055,0,0,,
AZ,1578524385,LEE,DAVID,85374,AZ,Podiatry,187,29,15.50802139,0,0,,
AZ,1568908721,BANCHS,PATRICIA,85711,AZ,Nurse Practitioner,740,0,0,0,,,
AZ,1346799509,GLYNN,SHELLEY,85258,AZ,Nurse Practitioner,1532,0,0,0,,,
AZ,1851691679,FLETCHER,KENNETH,85552,AZ,Pharmacist,14,0,0,0,,,
AZ,1679512933,SHORT,TIMOTHY,85711,AZ,Podiatry,333,76,22.82282282,,,,
AZ,1124359054,SOCARRAS,MARTA,85711,AZ,Pharmacist,15,0,0,0,,,
AZ,1396912911,BAILEY,SAMUEL,85255,AZ,Otolaryngology,1241,31,2.497985496,0,0,,
AZ,1750356895,WENDT,ANNE,85331,AZ,Nurse Practitioner,2680,107,3.992537313,30,28.03738318,,
AZ,1285802363,DEAN,BETH,85395,AZ,Physician Assistant,115,66,57.39130435,0,0,,
AZ,1306883293,STREITFELD,STEPHEN,85715,AZ,Psychiatry,2931,0,0,0,,,
AZ,1093773285,NICHOLS,KATRINA,85711,AZ,Optometry,241,0,0,0,,,
AZ,1821080003,ROKEY,J,85705,AZ,Dentist,115,13,11.30434783,0,0,,
AZ,1093095671,BERGHOFF,KERRY,85224,AZ,Nurse Practitioner,146,0,0,0,,,
AZ,1619933363,ATODARIA,NEIL,85016,AZ,Ophthalmology,7583,0,0,0,,,
AZ,1689052664,BRASILIENSE,LEONARDO,85724,AZ,Neurological Surgery,49,28,57.14285714,0,0,,
AZ,1497283055,KARCHER,ASHLEY,85016,AZ,Nurse Practitioner,23,0,0,0,,,
AZ,1205040011,BIGLARI,MAJID,85006,AZ,Internal Medicine,18,0,0,0,,,
AZ,1023337631,COLE,PATRICK,86001,AZ,Plastic and Reconstructive Surgery,146,62,42.46575343,0,0,,
AZ,1063814176,KIVIAT,JOY,85008,AZ,Nurse Practitioner,599,26,4.340567613,,,,
AZ,1831507789,VIELHAUER,DAVID,85054,AZ,Nurse Practitioner,320,0,0,0,,,
AZ,1699962563,KNEISLEY,STEPHANIE,85018,AZ,Physician Assistant,129,0,0,0,,,
AZ,1902098007,CORBRIDGE,KELLY,86409,AZ,Optometry,151,0,0,0,,,
AZ,1275640591,FREY,JAMES,85013,AZ,Neurology,1624,46,2.832512315,12,26.08695652,,
AZ,1295953628,WACHTER,KIMBERLY,86336,AZ,Dentist,14,0,0,0,,,
AZ,1215924840,CHEN,LAURIE,85704,AZ,Hematology-Oncology,1212,69,5.693069307,33,47.82608696,,
